Date ,Day,Time,Pred(Ft),Pred(cm),High/Low
2018-05-17,Thu,3:47 PM,5.84,178,H
2018-05-17,Thu,9:15 PM,1.88,57,L
2018-05-18,Fri,3:01 AM,7.25,221,H
2018-05-18,Fri,10:09 AM,-1.46,-45,L
2018-05-18,Fri,4:41 PM,5.74,175,H
2018-05-18,Fri,10:07 PM,2.09,64,L
2018-05-19,Sat,3:51 AM,6.95,212,H
2018-05-19,Sat,11:01 AM,-1.23,-37,L
2018-05-19,Sat,5:38 PM,5.64,172,H
2018-05-19,Sat,11:07 PM,2.26,69,L
2018-05-20,Sun,4:46 AM,6.49,198,H
2018-05-20,Sun,11:57 AM,-0.88,-27,L
2018-05-20,Sun,6:39 PM,5.59,170,H
2018-05-21,Mon,12:16 AM,2.31,70,L
2018-05-21,Mon,5:51 AM,5.96,182,H
2018-05-21,Mon,12:56 PM,-0.46,-14,L
2018-05-21,Mon,7:41 PM,5.66,173,H
2018-05-22,Tue,1:35 AM,2.17,66,L
2018-05-22,Tue,7:05 AM,5.46,166,H
2018-05-22,Tue,1:59 PM,-0.05,-2,L
2018-05-22,Tue,8:41 PM,5.83,178,H
2018-05-23,Wed,2:54 AM,1.79,55,L
2018-05-23,Wed,8:25 AM,5.12,156,H
2018-05-23,Wed,3:01 PM,0.32,10,L
2018-05-23,Wed,9:35 PM,6.08,185,H
2018-05-24,Thu,4:04 AM,1.23,37,L
2018-05-24,Thu,9:42 AM,4.99,152,H
2018-05-24,Thu,3:59 PM,0.64,20,L
2018-05-24,Thu,10:23 PM,6.35,194,H
2018-05-25,Fri,5:03 AM,0.63,19,L
2018-05-25,Fri,10:53 AM,5.03,153,H
2018-05-25,Fri,4:53 PM,0.94,29,L
2018-05-25,Fri,11:06 PM,6.57,200,H
2018-05-26,Sat,5:54 AM,0.08,2,L
2018-05-26,Sat,11:54 AM,5.14,157,H
2018-05-26,Sat,5:41 PM,1.22,37,L
2018-05-26,Sat,11:46 PM,6.73,205,H
2018-05-27,Sun,6:38 AM,-0.35,-11,L
2018-05-27,Sun,12:47 PM,5.26,160,H
2018-05-27,Sun,6:25 PM,1.49,45,L
2018-05-28,Mon,12:22 AM,6.81,208,H
2018-05-28,Mon,7:19 AM,-0.66,-20,L
2018-05-28,Mon,1:34 PM,5.35,163,H
2018-05-28,Mon,7:06 PM,1.73,53,L
2018-05-29,Tue,12:57 AM,6.8,207,H
2018-05-29,Tue,7:57 AM,-0.82,-25,L
2018-05-29,Tue,2:18 PM,5.39,164,H
2018-05-29,Tue,7:46 PM,1.95,59,L
2018-05-30,Wed,1:31 AM,6.71,205,H
2018-05-30,Wed,8:33 AM,-0.86,-26,L
2018-05-30,Wed,2:59 PM,5.39,164,H
2018-05-30,Wed,8:24 PM,2.15,66,L
2018-05-31,Thu,2:05 AM,6.55,200,H
2018-05-31,Thu,9:10 AM,-0.8,-24,L
2018-05-31,Thu,3:39 PM,5.33,162,H
2018-05-31,Thu,9:03 PM,2.32,71,L
2018-06-01,Fri,2:39 AM,6.33,193,H
2018-06-01,Fri,9:47 AM,-0.66,-20,L
2018-06-01,Fri,4:20 PM,5.24,160,H
2018-06-01,Fri,9:43 PM,2.46,75,L
2018-06-02,Sat,3:15 AM,6.05,184,H
2018-06-02,Sat,10:25 AM,-0.46,-14,L
2018-06-02,Sat,5:03 PM,5.14,157,H
2018-06-02,Sat,10:26 PM,2.58,79,L
2018-06-03,Sun,3:53 AM,5.73,175,H
2018-06-03,Sun,11:05 AM,-0.21,-6,L
2018-06-03,Sun,5:48 PM,5.06,154,H
2018-06-03,Sun,11:15 PM,2.65,81,L
2018-06-04,Mon,4:37 AM,5.37,164,H
2018-06-04,Mon,11:47 AM,0.07,2,L
2018-06-04,Mon,6:35 PM,5.04,154,H
2018-06-05,Tue,12:12 AM,2.65,81,L
2018-06-05,Tue,5:28 AM,4.99,152,H
2018-06-05,Tue,12:33 PM,0.35,11,L
2018-06-05,Tue,7:23 PM,5.1,155,H
2018-06-06,Wed,1:18 AM,2.5,76,L
2018-06-06,Wed,6:30 AM,4.65,142,H
2018-06-06,Wed,1:23 PM,0.63,19,L
2018-06-06,Wed,8:10 PM,5.26,160,H
2018-06-07,Thu,2:27 AM,2.17,66,L
2018-06-07,Thu,7:43 AM,4.42,135,H
2018-06-07,Thu,2:15 PM,0.89,27,L
2018-06-07,Thu,8:55 PM,5.52,168,H
2018-06-08,Fri,3:30 AM,1.66,51,L
2018-06-08,Fri,8:58 AM,4.37,133,H
2018-06-08,Fri,3:09 PM,1.13,34,L
2018-06-08,Fri,9:38 PM,5.87,179,H
2018-06-09,Sat,4:25 AM,1.01,31,L
2018-06-09,Sat,10:09 AM,4.49,137,H
2018-06-09,Sat,4:02 PM,1.32,40,L
2018-06-09,Sat,10:19 PM,6.27,191,H
2018-06-10,Sun,5:14 AM,0.29,9,L
2018-06-10,Sun,11:13 AM,4.75,145,H
2018-06-10,Sun,4:53 PM,1.48,45,L
2018-06-10,Sun,11:00 PM,6.68,204,H
2018-06-11,Mon,6:01 AM,-0.42,-13,L
2018-06-11,Mon,12:11 PM,5.07,155,H
2018-06-11,Mon,5:43 PM,1.6,49,L
2018-06-11,Mon,11:42 PM,7.07,215,H
2018-06-12,Tue,6:47 AM,-1.06,-32,L
2018-06-12,Tue,1:05 PM,5.37,164,H
2018-06-12,Tue,6:32 PM,1.69,52,L
2018-06-13,Wed,12:25 AM,7.38,225,H
2018-06-13,Wed,7:33 AM,-1.55,-47,L
2018-06-13,Wed,1:56 PM,5.61,171,H
2018-06-13,Wed,7:21 PM,1.75,53,L
2018-06-14,Thu,1:10 AM,7.55,230,H
2018-06-14,Thu,8:19 AM,-1.86,-57,L
2018-06-14,Thu,2:46 PM,5.78,176,H
2018-06-14,Thu,8:11 PM,1.8,55,L
2018-06-15,Fri,1:58 AM,7.55,230,H
2018-06-15,Fri,9:06 AM,-1.96,-60,L
2018-06-15,Fri,3:37 PM,5.87,179,H
2018-06-15,Fri,9:03 PM,1.84,56,L
2018-06-16,Sat,2:47 AM,7.36,224,H
2018-06-16,Sat,9:55 AM,-1.84,-56,L
2018-06-16,Sat,4:28 PM,5.9,180,H
2018-06-16,Sat,9:59 PM,1.87,57,L
2018-06-17,Sun,3:40 AM,6.96,212,H
2018-06-17,Sun,10:45 AM,-1.52,-46,L
2018-06-17,Sun,5:21 PM,5.92,180,H
2018-06-17,Sun,10:59 PM,1.87,57,L
2018-06-18,Mon,4:37 AM,6.4,195,H
2018-06-18,Mon,11:36 AM,-1.05,-32,L
2018-06-18,Mon,6:14 PM,5.95,181,H
2018-06-19,Tue,12:07 AM,1.81,55,L
2018-06-19,Tue,5:40 AM,5.77,176,H
2018-06-19,Tue,12:30 PM,-0.49,-15,L
2018-06-19,Tue,7:09 PM,6.01,183,H
2018-06-20,Wed,1:20 AM,1.61,49,L
2018-06-20,Wed,6:50 AM,5.16,157,H
2018-06-20,Wed,1:26 PM,0.11,3,L
2018-06-20,Wed,8:03 PM,6.12,187,H
2018-06-21,Thu,2:34 AM,1.27,39,L
2018-06-21,Thu,8:08 AM,4.71,144,H
2018-06-21,Thu,2:24 PM,0.67,20,L
2018-06-21,Thu,8:55 PM,6.25,190,H
2018-06-22,Fri,3:43 AM,0.82,25,L
2018-06-22,Fri,9:27 AM,4.5,137,H
2018-06-22,Fri,3:22 PM,1.16,35,L
2018-06-22,Fri,9:44 PM,6.39,195,H
2018-06-23,Sat,4:43 AM,0.34,10,L
2018-06-23,Sat,10:41 AM,4.51,137,H
2018-06-23,Sat,4:18 PM,1.55,47,L
2018-06-23,Sat,10:30 PM,6.5,198,H
2018-06-24,Sun,5:35 AM,-0.09,-3,L
2018-06-24,Sun,11:46 AM,4.65,142,H
2018-06-24,Sun,5:10 PM,1.84,56,L
2018-06-24,Sun,11:12 PM,6.58,201,H
2018-06-25,Mon,6:20 AM,-0.43,-13,L
2018-06-25,Mon,12:40 PM,4.84,148,H
2018-06-25,Mon,5:58 PM,2.04,62,L
2018-06-25,Mon,11:52 PM,6.61,201,H
2018-06-26,Tue,7:01 AM,-0.66,-20,L
2018-06-26,Tue,1:26 PM,5,152,H
2018-06-26,Tue,6:42 PM,2.16,66,L
2018-06-27,Wed,12:29 AM,6.6,201,H
2018-06-27,Wed,7:38 AM,-0.8,-24,L
2018-06-27,Wed,2:06 PM,5.13,156,H
2018-06-27,Wed,7:24 PM,2.23,68,L
2018-06-28,Thu,1:06 AM,6.54,199,H
2018-06-28,Thu,8:14 AM,-0.86,-26,L
2018-06-28,Thu,2:44 PM,5.2,158,H
2018-06-28,Thu,8:03 PM,2.27,69,L
2018-06-29,Fri,1:42 AM,6.44,196,H
2018-06-29,Fri,8:49 AM,-0.84,-26,L
2018-06-29,Fri,3:20 PM,5.24,160,H
2018-06-29,Fri,8:42 PM,2.29,70,L
2018-06-30,Sat,2:17 AM,6.28,191,H
2018-06-30,Sat,9:24 AM,-0.75,-23,L
2018-06-30,Sat,3:57 PM,5.24,160,H
2018-06-30,Sat,9:21 PM,2.3,70,L
2018-07-01,Sun,2:53 AM,6.06,185,H
2018-07-01,Sun,9:59 AM,-0.6,-18,L
2018-07-01,Sun,4:33 PM,5.23,159,H
2018-07-01,Sun,10:02 PM,2.31,70,L
2018-07-02,Mon,3:31 AM,5.78,176,H
2018-07-02,Mon,10:34 AM,-0.38,-12,L
2018-07-02,Mon,5:11 PM,5.23,159,H
2018-07-02,Mon,10:47 PM,2.29,70,L
2018-07-03,Tue,4:12 AM,5.44,166,H
2018-07-03,Tue,11:11 AM,-0.1,-3,L
2018-07-03,Tue,5:50 PM,5.27,161,H
2018-07-03,Tue,11:38 PM,2.22,68,L
2018-07-04,Wed,4:59 AM,5.05,154,H
2018-07-04,Wed,11:50 AM,0.24,7,L
2018-07-04,Wed,6:31 PM,5.36,163,H
2018-07-05,Thu,12:36 AM,2.06,63,L
2018-07-05,Thu,5:56 AM,4.66,142,H
2018-07-05,Thu,12:32 PM,0.63,19,L
2018-07-05,Thu,7:13 PM,5.51,168,H
2018-07-06,Fri,1:40 AM,1.76,54,L
2018-07-06,Fri,7:04 AM,4.33,132,H
2018-07-06,Fri,1:19 PM,1.03,31,L
2018-07-06,Fri,7:58 PM,5.75,175,H
2018-07-07,Sat,2:46 AM,1.3,40,L
2018-07-07,Sat,8:22 AM,4.17,127,H
2018-07-07,Sat,2:14 PM,1.41,43,L
2018-07-07,Sat,8:44 PM,6.05,184,H
2018-07-08,Sun,3:48 AM,0.7,21,L
2018-07-08,Sun,9:41 AM,4.23,129,H
2018-07-08,Sun,3:13 PM,1.71,52,L
2018-07-08,Sun,9:33 PM,6.41,195,H
2018-07-09,Mon,4:44 AM,0.02,1,L
2018-07-09,Mon,10:53 AM,4.49,137,H
2018-07-09,Mon,4:14 PM,1.89,58,L
2018-07-09,Mon,10:23 PM,6.8,207,H
2018-07-10,Tue,5:37 AM,-0.66,-20,L
2018-07-10,Tue,11:56 AM,4.85,148,H
2018-07-10,Tue,5:14 PM,1.95,59,L
2018-07-10,Tue,11:13 PM,7.17,219,H
2018-07-11,Wed,6:27 AM,-1.25,-38,L
2018-07-11,Wed,12:51 PM,5.23,159,H
2018-07-11,Wed,6:10 PM,1.9,58,L
2018-07-12,Thu,12:04 AM,7.46,227,H
2018-07-12,Thu,7:16 AM,-1.71,-52,L
2018-07-12,Thu,1:42 PM,5.56,169,H
2018-07-12,Thu,7:04 PM,1.77,54,L
2018-07-13,Fri,12:54 AM,7.62,232,H
2018-07-13,Fri,8:03 AM,-1.96,-60,L
2018-07-13,Fri,2:30 PM,5.83,178,H
2018-07-13,Fri,7:58 PM,1.62,49,L
2018-07-14,Sat,1:45 AM,7.6,232,H
2018-07-14,Sat,8:50 AM,-1.99,-61,L
2018-07-14,Sat,3:17 PM,6.03,184,H
2018-07-14,Sat,8:52 PM,1.47,45,L
2018-07-15,Sun,2:37 AM,7.36,224,H
2018-07-15,Sun,9:37 AM,-1.79,-55,L
2018-07-15,Sun,4:04 PM,6.15,187,H
2018-07-15,Sun,9:47 PM,1.35,41,L
2018-07-16,Mon,3:30 AM,6.92,211,H
2018-07-16,Mon,10:23 AM,-1.39,-42,L
2018-07-16,Mon,4:51 PM,6.22,190,H
2018-07-16,Mon,10:45 PM,1.27,39,L
2018-07-17,Tue,4:26 AM,6.32,193,H
2018-07-17,Tue,11:11 AM,-0.82,-25,L
2018-07-17,Tue,5:40 PM,6.25,190,H
2018-07-17,Tue,11:47 PM,1.19,36,L
2018-07-18,Wed,5:26 AM,5.64,172,H
2018-07-18,Wed,11:59 AM,-0.15,-5,L
2018-07-18,Wed,6:29 PM,6.25,190,H
2018-07-19,Thu,12:53 AM,1.08,33,L
2018-07-19,Thu,6:33 AM,4.99,152,H
2018-07-19,Thu,12:50 PM,0.55,17,L
2018-07-19,Thu,7:19 PM,6.23,190,H
2018-07-20,Fri,2:03 AM,0.91,28,L
2018-07-20,Fri,7:47 AM,4.5,137,H
2018-07-20,Fri,1:45 PM,1.2,37,L
2018-07-20,Fri,8:11 PM,6.21,189,H
2018-07-21,Sat,3:13 AM,0.65,20,L
2018-07-21,Sat,9:08 AM,4.27,130,H
2018-07-21,Sat,2:45 PM,1.73,53,L
2018-07-21,Sat,9:04 PM,6.21,189,H
2018-07-22,Sun,4:16 AM,0.34,10,L
2018-07-22,Sun,10:27 AM,4.3,131,H
2018-07-22,Sun,3:47 PM,2.09,64,L
2018-07-22,Sun,9:54 PM,6.23,190,H
2018-07-23,Mon,5:11 AM,0.04,1,L
2018-07-23,Mon,11:34 AM,4.49,137,H
2018-07-23,Mon,4:45 PM,2.28,69,L
2018-07-23,Mon,10:42 PM,6.27,191,H
2018-07-24,Tue,5:58 AM,-0.22,-7,L
2018-07-24,Tue,12:26 PM,4.71,144,H
2018-07-24,Tue,5:38 PM,2.33,71,L
2018-07-24,Tue,11:27 PM,6.33,193,H
2018-07-25,Wed,6:40 AM,-0.42,-13,L
2018-07-25,Wed,1:08 PM,4.92,150,H
2018-07-25,Wed,6:24 PM,2.29,70,L
2018-07-26,Thu,12:08 AM,6.38,194,H
2018-07-26,Thu,7:17 AM,-0.57,-17,L
2018-07-26,Thu,1:45 PM,5.09,155,H
2018-07-26,Thu,7:06 PM,2.19,67,L
2018-07-27,Fri,12:47 AM,6.4,195,H
2018-07-27,Fri,7:53 AM,-0.66,-20,L
2018-07-27,Fri,2:19 PM,5.22,159,H
2018-07-27,Fri,7:45 PM,2.08,63,L
2018-07-28,Sat,1:25 AM,6.38,194,H
2018-07-28,Sat,8:26 AM,-0.68,-21,L
2018-07-28,Sat,2:51 PM,5.32,162,H
2018-07-28,Sat,8:22 PM,1.98,60,L
2018-07-29,Sun,2:01 AM,6.29,192,H
2018-07-29,Sun,8:59 AM,-0.62,-19,L
2018-07-29,Sun,3:23 PM,5.4,165,H
2018-07-29,Sun,9:00 PM,1.89,58,L
2018-07-30,Mon,2:37 AM,6.12,187,H
2018-07-30,Mon,9:31 AM,-0.48,-15,L
2018-07-30,Mon,3:56 PM,5.46,166,H
2018-07-30,Mon,9:38 PM,1.8,55,L
2018-07-31,Tue,3:15 AM,5.88,179,H
2018-07-31,Tue,10:03 AM,-0.25,-8,L
2018-07-31,Tue,4:28 PM,5.52,168,H
2018-07-31,Tue,10:20 PM,1.72,52,L
2018-08-01,Wed,3:54 AM,5.56,169,H
2018-08-01,Wed,10:36 AM,0.07,2,L
2018-08-01,Wed,5:02 PM,5.58,170,H
2018-08-01,Wed,11:05 PM,1.61,49,L
2018-08-02,Thu,4:40 AM,5.18,158,H
2018-08-02,Thu,11:10 AM,0.47,14,L
2018-08-02,Thu,5:38 PM,5.67,173,H
2018-08-02,Thu,11:58 PM,1.47,45,L
2018-08-03,Fri,5:33 AM,4.77,145,H
2018-08-03,Fri,11:49 AM,0.93,28,L
2018-08-03,Fri,6:18 PM,5.79,176,H
2018-08-04,Sat,12:58 AM,1.25,38,L
2018-08-04,Sat,6:40 AM,4.41,134,H
2018-08-04,Sat,12:35 PM,1.4,43,L
2018-08-04,Sat,7:04 PM,5.95,181,H
2018-08-05,Sun,2:04 AM,0.92,28,L
2018-08-05,Sun,7:59 AM,4.2,128,H
2018-08-05,Sun,1:31 PM,1.83,56,L
2018-08-05,Sun,7:57 PM,6.15,187,H
2018-08-06,Mon,3:13 AM,0.47,14,L
2018-08-06,Mon,9:22 AM,4.24,129,H
2018-08-06,Mon,2:39 PM,2.13,65,L
2018-08-06,Mon,8:55 PM,6.41,195,H
2018-08-07,Tue,4:17 AM,-0.08,-2,L
2018-08-07,Tue,10:38 AM,4.52,138,H
2018-08-07,Tue,3:51 PM,2.23,68,L
2018-08-07,Tue,9:55 PM,6.73,205,H
2018-08-08,Wed,5:15 AM,-0.65,-20,L
2018-08-08,Wed,11:41 AM,4.92,150,H
2018-08-08,Wed,4:58 PM,2.11,64,L
2018-08-08,Wed,10:54 PM,7.06,215,H
2018-08-09,Thu,6:08 AM,-1.14,-35,L
2018-08-09,Thu,12:34 PM,5.35,163,H
2018-08-09,Thu,5:58 PM,1.85,56,L
2018-08-09,Thu,11:51 PM,7.35,224,H
2018-08-10,Fri,6:58 AM,-1.5,-46,L
2018-08-10,Fri,1:22 PM,5.75,175,H
2018-08-10,Fri,6:54 PM,1.5,46,L
2018-08-11,Sat,12:45 AM,7.5,229,H
2018-08-11,Sat,7:45 AM,-1.66,-51,L
2018-08-11,Sat,2:06 PM,6.09,186,H
2018-08-11,Sat,7:47 PM,1.16,35,L
2018-08-12,Sun,1:37 AM,7.47,228,H
2018-08-12,Sun,8:30 AM,-1.59,-48,L
2018-08-12,Sun,2:49 PM,6.34,193,H
2018-08-12,Sun,8:39 PM,0.87,27,L
2018-08-13,Mon,2:28 AM,7.24,221,H
2018-08-13,Mon,9:14 AM,-1.3,-40,L
2018-08-13,Mon,3:32 PM,6.49,198,H
2018-08-13,Mon,9:31 PM,0.68,21,L
2018-08-14,Tue,3:20 AM,6.8,207,H
2018-08-14,Tue,9:57 AM,-0.82,-25,L
2018-08-14,Tue,4:14 PM,6.54,199,H
2018-08-14,Tue,10:24 PM,0.59,18,L
2018-08-15,Wed,4:14 AM,6.22,190,H
2018-08-15,Wed,10:41 AM,-0.19,-6,L
2018-08-15,Wed,4:58 PM,6.49,198,H
2018-08-15,Wed,11:20 PM,0.59,18,L
2018-08-16,Thu,5:10 AM,5.58,170,H
2018-08-16,Thu,11:26 AM,0.51,16,L
2018-08-16,Thu,5:43 PM,6.36,194,H
2018-08-17,Fri,12:20 AM,0.65,20,L
2018-08-17,Fri,6:13 AM,4.98,152,H
2018-08-17,Fri,12:14 PM,1.21,37,L
2018-08-17,Fri,6:31 PM,6.18,188,H
2018-08-18,Sat,1:24 AM,0.69,21,L
2018-08-18,Sat,7:25 AM,4.53,138,H
2018-08-18,Sat,1:08 PM,1.83,56,L
2018-08-18,Sat,7:24 PM,6,183,H
2018-08-19,Sun,2:33 AM,0.67,20,L
2018-08-19,Sun,8:46 AM,4.32,132,H
2018-08-19,Sun,2:12 PM,2.29,70,L
2018-08-19,Sun,8:20 PM,5.87,179,H
2018-08-20,Mon,3:40 AM,0.56,17,L
2018-08-20,Mon,10:06 AM,4.38,134,H
2018-08-20,Mon,3:21 PM,2.53,77,L
2018-08-20,Mon,9:19 PM,5.83,178,H
2018-08-21,Tue,4:39 AM,0.37,11,L
2018-08-21,Tue,11:12 AM,4.58,140,H
2018-08-21,Tue,4:27 PM,2.54,77,L
2018-08-21,Tue,10:15 PM,5.89,180,H
2018-08-22,Wed,5:30 AM,0.17,5,L
2018-08-22,Wed,12:00 PM,4.83,147,H
2018-08-22,Wed,5:21 PM,2.41,73,L
2018-08-22,Wed,11:05 PM,6.02,183,H
2018-08-23,Thu,6:13 AM,-0.03,-1,L
2018-08-23,Thu,12:39 PM,5.06,154,H
2018-08-23,Thu,6:07 PM,2.19,67,L
2018-08-23,Thu,11:50 PM,6.15,187,H
2018-08-24,Fri,6:51 AM,-0.19,-6,L
2018-08-24,Fri,1:12 PM,5.26,160,H
2018-08-24,Fri,6:48 PM,1.95,59,L
2018-08-25,Sat,12:30 AM,6.26,191,H
2018-08-25,Sat,7:25 AM,-0.29,-9,L
2018-08-25,Sat,1:43 PM,5.45,166,H
2018-08-25,Sat,7:25 PM,1.71,52,L
2018-08-26,Sun,1:09 AM,6.32,193,H
2018-08-26,Sun,7:58 AM,-0.31,-9,L
2018-08-26,Sun,2:13 PM,5.62,171,H
2018-08-26,Sun,8:02 PM,1.48,45,L
2018-08-27,Mon,1:46 AM,6.29,192,H
2018-08-27,Mon,8:29 AM,-0.24,-7,L
2018-08-27,Mon,2:42 PM,5.76,176,H
2018-08-27,Mon,8:38 PM,1.29,39,L
2018-08-28,Tue,2:23 AM,6.18,188,H
2018-08-28,Tue,8:59 AM,-0.06,-2,L
2018-08-28,Tue,3:12 PM,5.87,179,H
2018-08-28,Tue,9:15 PM,1.12,34,L
2018-08-29,Wed,3:01 AM,5.97,182,H
2018-08-29,Wed,9:30 AM,0.21,6,L
2018-08-29,Wed,3:42 PM,5.96,182,H
2018-08-29,Wed,9:54 PM,0.98,30,L
2018-08-30,Thu,3:42 AM,5.69,173,H
2018-08-30,Thu,10:02 AM,0.58,18,L
2018-08-30,Thu,4:13 PM,6.03,184,H
2018-08-30,Thu,10:37 PM,0.87,27,L
2018-08-31,Fri,4:28 AM,5.34,163,H
2018-08-31,Fri,10:36 AM,1.01,31,L
2018-08-31,Fri,4:48 PM,6.08,185,H
2018-08-31,Fri,11:26 PM,0.79,24,L
2018-09-01,Sat,5:22 AM,4.96,151,H
2018-09-01,Sat,11:15 AM,1.49,45,L
2018-09-01,Sat,5:28 PM,6.11,186,H
2018-09-02,Sun,12:23 AM,0.7,21,L
2018-09-02,Sun,6:28 AM,4.62,141,H
2018-09-02,Sun,12:03 PM,1.95,59,L
2018-09-02,Sun,6:18 PM,6.12,187,H
2018-09-03,Mon,1:30 AM,0.56,17,L
2018-09-03,Mon,7:48 AM,4.44,135,H
2018-09-03,Mon,1:06 PM,2.34,71,L
2018-09-03,Mon,7:19 PM,6.15,187,H
2018-09-04,Tue,2:42 AM,0.32,10,L
2018-09-04,Tue,9:11 AM,4.53,138,H
2018-09-04,Tue,2:25 PM,2.52,77,L
2018-09-04,Tue,8:29 PM,6.27,191,H
2018-09-05,Wed,3:52 AM,-0.04,-1,L
2018-09-05,Wed,10:24 AM,4.85,148,H
2018-09-05,Wed,3:44 PM,2.42,74,L
2018-09-05,Wed,9:39 PM,6.5,198,H
2018-09-06,Thu,4:53 AM,-0.43,-13,L
2018-09-06,Thu,11:22 AM,5.28,161,H
2018-09-06,Thu,4:53 PM,2.06,63,L
2018-09-06,Thu,10:44 PM,6.79,207,H
2018-09-07,Fri,5:48 AM,-0.76,-23,L
2018-09-07,Fri,12:11 PM,5.74,175,H
2018-09-07,Fri,5:53 PM,1.57,48,L
2018-09-07,Fri,11:43 PM,7.05,215,H
2018-09-08,Sat,6:37 AM,-0.96,-29,L
2018-09-08,Sat,12:55 PM,6.17,188,H
2018-09-08,Sat,6:46 PM,1.04,32,L
2018-09-09,Sun,12:38 AM,7.19,219,H
2018-09-09,Sun,7:22 AM,-0.98,-30,L
2018-09-09,Sun,1:36 PM,6.52,199,H
2018-09-09,Sun,7:36 PM,0.57,17,L
2018-09-10,Mon,1:30 AM,7.17,219,H
2018-09-10,Mon,8:05 AM,-0.79,-24,L
2018-09-10,Mon,2:15 PM,6.76,206,H
2018-09-10,Mon,8:25 PM,0.22,7,L
2018-09-11,Tue,2:20 AM,6.96,212,H
2018-09-11,Tue,8:47 AM,-0.42,-13,L
2018-09-11,Tue,2:54 PM,6.87,209,H
2018-09-11,Tue,9:13 PM,0.03,1,L
2018-09-12,Wed,3:10 AM,6.59,201,H
2018-09-12,Wed,9:28 AM,0.09,3,L
2018-09-12,Wed,3:33 PM,6.84,208,H
2018-09-12,Wed,10:01 PM,0,0,L
2018-09-13,Thu,4:01 AM,6.11,186,H
2018-09-13,Thu,10:09 AM,0.7,21,L
2018-09-13,Thu,4:13 PM,6.68,204,H
2018-09-13,Thu,10:50 PM,0.11,3,L
2018-09-14,Fri,4:55 AM,5.59,170,H
2018-09-14,Fri,10:51 AM,1.34,41,L
2018-09-14,Fri,4:54 PM,6.42,196,H
2018-09-14,Fri,11:43 PM,0.32,10,L
2018-09-15,Sat,5:54 AM,5.11,156,H
2018-09-15,Sat,11:38 AM,1.95,59,L
2018-09-15,Sat,5:39 PM,6.09,186,H
2018-09-16,Sun,12:41 AM,0.56,17,L
2018-09-16,Sun,7:01 AM,4.75,145,H
2018-09-16,Sun,12:33 PM,2.45,75,L
2018-09-16,Sun,6:32 PM,5.77,176,H
2018-09-17,Mon,1:46 AM,0.75,23,L
2018-09-17,Mon,8:18 AM,4.58,140,H
2018-09-17,Mon,1:42 PM,2.77,84,L
2018-09-17,Mon,7:33 PM,5.53,169,H
2018-09-18,Tue,2:54 AM,0.81,25,L
2018-09-18,Tue,9:35 AM,4.64,141,H
2018-09-18,Tue,2:59 PM,2.84,87,L
2018-09-18,Tue,8:40 PM,5.44,166,H
2018-09-19,Wed,3:58 AM,0.75,23,L
2018-09-19,Wed,10:36 AM,4.84,148,H
2018-09-19,Wed,4:08 PM,2.68,82,L
2018-09-19,Wed,9:44 PM,5.5,168,H
2018-09-20,Thu,4:52 AM,0.61,19,L
2018-09-20,Thu,11:22 AM,5.09,155,H
2018-09-20,Thu,5:03 PM,2.37,72,L
2018-09-20,Thu,10:40 PM,5.68,173,H
2018-09-21,Fri,5:36 AM,0.45,14,L
2018-09-21,Fri,11:58 AM,5.36,163,H
2018-09-21,Fri,5:48 PM,2,61,L
2018-09-21,Fri,11:28 PM,5.88,179,H
2018-09-22,Sat,6:15 AM,0.31,9,L
2018-09-22,Sat,12:30 PM,5.62,171,H
2018-09-22,Sat,6:27 PM,1.62,49,L
2018-09-23,Sun,12:11 AM,6.06,185,H
2018-09-23,Sun,6:50 AM,0.25,8,L
2018-09-23,Sun,1:00 PM,5.87,179,H
2018-09-23,Sun,7:04 PM,1.25,38,L
2018-09-24,Mon,12:51 AM,6.18,188,H
2018-09-24,Mon,7:22 AM,0.27,8,L
2018-09-24,Mon,1:29 PM,6.1,186,H
2018-09-24,Mon,7:39 PM,0.9,27,L
2018-09-25,Tue,1:30 AM,6.22,190,H
2018-09-25,Tue,7:54 AM,0.38,12,L
2018-09-25,Tue,1:58 PM,6.3,192,H
2018-09-25,Tue,8:15 PM,0.6,18,L
2018-09-26,Wed,2:10 AM,6.18,188,H
2018-09-26,Wed,8:25 AM,0.6,18,L
2018-09-26,Wed,2:27 PM,6.45,197,H
2018-09-26,Wed,8:52 PM,0.36,11,L
2018-09-27,Thu,2:50 AM,6.04,184,H
2018-09-27,Thu,8:57 AM,0.91,28,L
2018-09-27,Thu,2:57 PM,6.56,200,H
2018-09-27,Thu,9:31 PM,0.19,6,L
2018-09-28,Fri,3:34 AM,5.82,177,H
2018-09-28,Fri,9:31 AM,1.28,39,L
2018-09-28,Fri,3:29 PM,6.6,201,H
2018-09-28,Fri,10:14 PM,0.11,3,L
2018-09-29,Sat,4:23 AM,5.54,169,H
2018-09-29,Sat,10:08 AM,1.7,52,L
2018-09-29,Sat,4:06 PM,6.56,200,H
2018-09-29,Sat,11:02 PM,0.11,3,L
2018-09-30,Sun,5:19 AM,5.22,159,H
2018-09-30,Sun,10:51 AM,2.13,65,L
2018-09-30,Sun,4:49 PM,6.45,197,H
2018-09-30,Sun,11:59 PM,0.17,5,L
2018-10-01,Mon,6:25 AM,4.97,151,H
2018-10-01,Mon,11:46 AM,2.51,77,L
2018-10-01,Mon,5:44 PM,6.27,191,H
2018-10-02,Tue,1:04 AM,0.24,7,L
