Date ,Day,Time,Pred(Ft),Pred(cm),High/Low
2018-05-18,Fri,10:27 AM,-1.25,-38,L
2018-05-18,Fri,5:00 PM,7.84,239,H
2018-05-18,Fri,10:23 PM,2.68,82,L
2018-05-19,Sat,4:07 AM,9.41,287,H
2018-05-19,Sat,11:18 AM,-0.97,-30,L
2018-05-19,Sat,5:56 PM,7.73,236,H
2018-05-19,Sat,11:20 PM,2.87,87,L
2018-05-20,Sun,5:03 AM,8.89,271,H
2018-05-20,Sun,12:12 PM,-0.56,-17,L
2018-05-20,Sun,6:54 PM,7.69,234,H
2018-05-21,Mon,12:25 AM,2.95,90,L
2018-05-21,Mon,6:07 AM,8.25,251,H
2018-05-21,Mon,1:12 PM,-0.11,-3,L
2018-05-21,Mon,7:54 PM,7.76,237,H
2018-05-22,Tue,1:38 AM,2.81,86,L
2018-05-22,Tue,7:21 AM,7.66,233,H
2018-05-22,Tue,2:15 PM,0.29,9,L
2018-05-22,Tue,8:53 PM,7.99,244,H
2018-05-23,Wed,2:54 AM,2.36,72,L
2018-05-23,Wed,8:40 AM,7.28,222,H
2018-05-23,Wed,3:17 PM,0.6,18,L
2018-05-23,Wed,9:47 PM,8.32,254,H
2018-05-24,Thu,4:03 AM,1.67,51,L
2018-05-24,Thu,9:55 AM,7.17,219,H
2018-05-24,Thu,4:13 PM,0.85,26,L
2018-05-24,Thu,10:37 PM,8.69,265,H
2018-05-25,Fri,5:04 AM,0.91,28,L
2018-05-25,Fri,11:02 AM,7.25,221,H
2018-05-25,Fri,5:04 PM,1.11,34,L
2018-05-25,Fri,11:22 PM,8.99,274,H
2018-05-26,Sat,5:57 AM,0.23,7,L
2018-05-26,Sat,12:01 PM,7.4,226,H
2018-05-26,Sat,5:51 PM,1.42,43,L
2018-05-27,Sun,12:02 AM,9.18,280,H
2018-05-27,Sun,6:45 AM,-0.28,-9,L
2018-05-27,Sun,12:54 PM,7.53,230,H
2018-05-27,Sun,6:35 PM,1.77,54,L
2018-05-28,Mon,12:40 AM,9.24,282,H
2018-05-28,Mon,7:29 AM,-0.58,-18,L
2018-05-28,Mon,1:43 PM,7.61,232,H
2018-05-28,Mon,7:17 PM,2.14,65,L
2018-05-29,Tue,1:15 AM,9.19,280,H
2018-05-29,Tue,8:11 AM,-0.7,-21,L
2018-05-29,Tue,2:29 PM,7.62,232,H
2018-05-29,Tue,7:58 PM,2.49,76,L
2018-05-30,Wed,1:48 AM,9.07,276,H
2018-05-30,Wed,8:49 AM,-0.69,-21,L
2018-05-30,Wed,3:13 PM,7.58,231,H
2018-05-30,Wed,8:37 PM,2.78,85,L
2018-05-31,Thu,2:21 AM,8.89,271,H
2018-05-31,Thu,9:26 AM,-0.56,-17,L
2018-05-31,Thu,3:56 PM,7.5,229,H
2018-05-31,Thu,9:16 PM,3.01,92,L
2018-06-01,Fri,2:54 AM,8.69,265,H
2018-06-01,Fri,10:00 AM,-0.37,-11,L
2018-06-01,Fri,4:37 PM,7.38,225,H
2018-06-01,Fri,9:55 PM,3.18,97,L
2018-06-02,Sat,3:28 AM,8.43,257,H
2018-06-02,Sat,10:34 AM,-0.14,-4,L
2018-06-02,Sat,5:19 PM,7.25,221,H
2018-06-02,Sat,10:35 PM,3.3,101,L
2018-06-03,Sun,4:05 AM,8.11,247,H
2018-06-03,Sun,11:09 AM,0.12,4,L
2018-06-03,Sun,6:01 PM,7.13,217,H
2018-06-03,Sun,11:20 PM,3.37,103,L
2018-06-04,Mon,4:47 AM,7.71,235,H
2018-06-04,Mon,11:47 AM,0.42,13,L
2018-06-04,Mon,6:45 PM,7.08,216,H
2018-06-05,Tue,12:12 AM,3.38,103,L
2018-06-05,Tue,5:38 AM,7.24,221,H
2018-06-05,Tue,12:31 PM,0.74,23,L
2018-06-05,Tue,7:31 PM,7.12,217,H
2018-06-06,Wed,1:15 AM,3.24,99,L
2018-06-06,Wed,6:41 AM,6.76,206,H
2018-06-06,Wed,1:22 PM,1.05,32,L
2018-06-06,Wed,8:18 PM,7.29,222,H
2018-06-07,Thu,2:23 AM,2.87,87,L
2018-06-07,Thu,7:55 AM,6.43,196,H
2018-06-07,Thu,2:19 PM,1.34,41,L
2018-06-07,Thu,9:05 PM,7.59,231,H
2018-06-08,Fri,3:29 AM,2.25,69,L
2018-06-08,Fri,9:13 AM,6.34,193,H
2018-06-08,Fri,3:17 PM,1.57,48,L
2018-06-08,Fri,9:51 PM,8,244,H
2018-06-09,Sat,4:29 AM,1.47,45,L
2018-06-09,Sat,10:25 AM,6.5,198,H
2018-06-09,Sat,4:12 PM,1.78,54,L
2018-06-09,Sat,10:34 PM,8.48,258,H
2018-06-10,Sun,5:23 AM,0.63,19,L
2018-06-10,Sun,11:30 AM,6.81,208,H
2018-06-10,Sun,5:04 PM,1.98,60,L
2018-06-10,Sun,11:16 PM,8.96,273,H
2018-06-11,Mon,6:13 AM,-0.16,-5,L
2018-06-11,Mon,12:28 PM,7.17,219,H
2018-06-11,Mon,5:55 PM,2.17,66,L
2018-06-11,Mon,11:59 PM,9.4,287,H
2018-06-12,Tue,7:03 AM,-0.83,-25,L
2018-06-12,Tue,1:22 PM,7.48,228,H
2018-06-12,Tue,6:46 PM,2.33,71,L
2018-06-13,Wed,12:43 AM,9.74,297,H
2018-06-13,Wed,7:51 AM,-1.35,-41,L
2018-06-13,Wed,2:15 PM,7.74,236,H
2018-06-13,Wed,7:38 PM,2.44,74,L
2018-06-14,Thu,1:29 AM,9.94,303,H
2018-06-14,Thu,8:40 AM,-1.67,-51,L
2018-06-14,Thu,3:06 PM,7.91,241,H
2018-06-14,Thu,8:30 PM,2.48,76,L
2018-06-15,Fri,2:16 AM,9.96,304,H
2018-06-15,Fri,9:28 AM,-1.77,-54,L
2018-06-15,Fri,3:57 PM,8.02,244,H
2018-06-15,Fri,9:22 PM,2.48,76,L
2018-06-16,Sat,3:06 AM,9.76,297,H
2018-06-16,Sat,10:15 AM,-1.66,-51,L
2018-06-16,Sat,4:47 PM,8.08,246,H
2018-06-16,Sat,10:16 PM,2.44,74,L
2018-06-17,Sun,3:59 AM,9.35,285,H
2018-06-17,Sun,11:03 AM,-1.33,-41,L
2018-06-17,Sun,5:38 PM,8.11,247,H
2018-06-17,Sun,11:13 PM,2.4,73,L
2018-06-18,Mon,4:56 AM,8.73,266,H
2018-06-18,Mon,11:53 AM,-0.84,-26,L
2018-06-18,Mon,6:30 PM,8.14,248,H
2018-06-19,Tue,12:15 AM,2.31,70,L
2018-06-19,Tue,5:59 AM,8.01,244,H
2018-06-19,Tue,12:45 PM,-0.23,-7,L
2018-06-19,Tue,7:22 PM,8.2,250,H
2018-06-20,Wed,1:23 AM,2.12,65,L
2018-06-20,Wed,7:08 AM,7.31,223,H
2018-06-20,Wed,1:40 PM,0.39,12,L
2018-06-20,Wed,8:16 PM,8.31,253,H
2018-06-21,Thu,2:34 AM,1.75,53,L
2018-06-21,Thu,8:23 AM,6.81,208,H
2018-06-21,Thu,2:37 PM,0.97,30,L
2018-06-21,Thu,9:08 PM,8.48,258,H
2018-06-22,Fri,3:43 AM,1.2,37,L
2018-06-22,Fri,9:38 AM,6.6,201,H
2018-06-22,Fri,3:34 PM,1.45,44,L
2018-06-22,Fri,9:58 PM,8.67,264,H
2018-06-23,Sat,4:44 AM,0.58,18,L
2018-06-23,Sat,10:47 AM,6.65,203,H
2018-06-23,Sat,4:28 PM,1.85,56,L
2018-06-23,Sat,10:45 PM,8.84,269,H
2018-06-24,Sun,5:38 AM,0.03,1,L
2018-06-24,Sun,11:48 AM,6.85,209,H
2018-06-24,Sun,5:18 PM,2.18,66,L
2018-06-24,Sun,11:28 PM,8.94,272,H
2018-06-25,Mon,6:27 AM,-0.37,-11,L
2018-06-25,Mon,12:41 PM,7.08,216,H
2018-06-25,Mon,6:06 PM,2.46,75,L
2018-06-26,Tue,12:08 AM,8.97,273,H
2018-06-26,Tue,7:11 AM,-0.62,-19,L
2018-06-26,Tue,1:30 PM,7.26,221,H
2018-06-26,Tue,6:51 PM,2.68,82,L
2018-06-27,Wed,12:46 AM,8.93,272,H
2018-06-27,Wed,7:52 AM,-0.72,-22,L
2018-06-27,Wed,2:14 PM,7.38,225,H
2018-06-27,Wed,7:35 PM,2.84,87,L
2018-06-28,Thu,1:22 AM,8.83,269,H
2018-06-28,Thu,8:29 AM,-0.72,-22,L
2018-06-28,Thu,2:56 PM,7.43,226,H
2018-06-28,Thu,8:16 PM,2.93,89,L
2018-06-29,Fri,1:58 AM,8.7,265,H
2018-06-29,Fri,9:05 AM,-0.66,-20,L
2018-06-29,Fri,3:35 PM,7.43,226,H
2018-06-29,Fri,8:57 PM,2.95,90,L
2018-06-30,Sat,2:33 AM,8.54,260,H
2018-06-30,Sat,9:38 AM,-0.55,-17,L
2018-06-30,Sat,4:13 PM,7.39,225,H
2018-06-30,Sat,9:36 PM,2.93,89,L
2018-07-01,Sun,3:08 AM,8.33,254,H
2018-07-01,Sun,10:09 AM,-0.4,-12,L
2018-07-01,Sun,4:48 PM,7.35,224,H
2018-07-01,Sun,10:15 PM,2.88,88,L
2018-07-02,Mon,3:45 AM,8.05,245,H
2018-07-02,Mon,10:40 AM,-0.21,-6,L
2018-07-02,Mon,5:23 PM,7.32,223,H
2018-07-02,Mon,10:55 PM,2.81,86,L
2018-07-03,Tue,4:26 AM,7.69,234,H
2018-07-03,Tue,11:12 AM,0.05,2,L
2018-07-03,Tue,5:58 PM,7.34,224,H
2018-07-03,Tue,11:41 PM,2.71,83,L
2018-07-04,Wed,5:13 AM,7.23,220,H
2018-07-04,Wed,11:48 AM,0.41,12,L
2018-07-04,Wed,6:35 PM,7.41,226,H
2018-07-05,Thu,12:34 AM,2.55,78,L
2018-07-05,Thu,6:10 AM,6.72,205,H
2018-07-05,Thu,12:31 PM,0.85,26,L
2018-07-05,Thu,7:16 PM,7.57,231,H
2018-07-06,Fri,1:38 AM,2.26,69,L
2018-07-06,Fri,7:20 AM,6.27,191,H
2018-07-06,Fri,1:22 PM,1.36,41,L
2018-07-06,Fri,8:02 PM,7.82,238,H
2018-07-07,Sat,2:47 AM,1.77,54,L
2018-07-07,Sat,8:40 AM,6.03,184,H
2018-07-07,Sat,2:22 PM,1.83,56,L
2018-07-07,Sat,8:52 PM,8.16,249,H
2018-07-08,Sun,3:53 AM,1.08,33,L
2018-07-08,Sun,9:59 AM,6.11,186,H
2018-07-08,Sun,3:25 PM,2.2,67,L
2018-07-08,Sun,9:44 PM,8.57,261,H
2018-07-09,Mon,4:54 AM,0.29,9,L
2018-07-09,Mon,11:10 AM,6.43,196,H
2018-07-09,Mon,4:27 PM,2.43,74,L
2018-07-09,Mon,10:37 PM,9.01,275,H
2018-07-10,Tue,5:51 AM,-0.47,-14,L
2018-07-10,Tue,12:12 PM,6.85,209,H
2018-07-10,Tue,5:27 PM,2.53,77,L
2018-07-10,Tue,11:29 PM,9.42,287,H
2018-07-11,Wed,6:44 AM,-1.12,-34,L
2018-07-11,Wed,1:08 PM,7.27,222,H
2018-07-11,Wed,6:25 PM,2.5,76,L
2018-07-12,Thu,12:21 AM,9.73,297,H
2018-07-12,Thu,7:35 AM,-1.61,-49,L
2018-07-12,Thu,1:59 PM,7.63,233,H
2018-07-12,Thu,7:22 PM,2.36,72,L
2018-07-13,Fri,1:13 AM,9.89,301,H
2018-07-13,Fri,8:24 AM,-1.9,-58,L
2018-07-13,Fri,2:49 PM,7.92,241,H
2018-07-13,Fri,8:17 PM,2.14,65,L
2018-07-14,Sat,2:05 AM,9.86,301,H
2018-07-14,Sat,9:12 AM,-1.96,-60,L
2018-07-14,Sat,3:37 PM,8.14,248,H
2018-07-14,Sat,9:11 PM,1.9,58,L
2018-07-15,Sun,2:58 AM,9.6,293,H
2018-07-15,Sun,9:57 AM,-1.8,-55,L
2018-07-15,Sun,4:23 PM,8.28,252,H
2018-07-15,Sun,10:04 PM,1.68,51,L
2018-07-16,Mon,3:51 AM,9.13,278,H
2018-07-16,Mon,10:42 AM,-1.4,-43,L
2018-07-16,Mon,5:09 PM,8.36,255,H
2018-07-16,Mon,10:59 PM,1.53,47,L
2018-07-17,Tue,4:47 AM,8.47,258,H
2018-07-17,Tue,11:26 AM,-0.81,-25,L
2018-07-17,Tue,5:56 PM,8.37,255,H
2018-07-17,Tue,11:56 PM,1.45,44,L
2018-07-18,Wed,5:46 AM,7.7,235,H
2018-07-18,Wed,12:12 PM,-0.08,-2,L
2018-07-18,Wed,6:43 PM,8.34,254,H
2018-07-19,Thu,12:58 AM,1.37,42,L
2018-07-19,Thu,6:51 AM,6.96,212,H
2018-07-19,Thu,1:02 PM,0.71,22,L
2018-07-19,Thu,7:33 PM,8.29,253,H
2018-07-20,Fri,2:06 AM,1.21,37,L
2018-07-20,Fri,8:02 AM,6.4,195,H
2018-07-20,Fri,1:56 PM,1.45,44,L
2018-07-20,Fri,8:24 PM,8.25,251,H
2018-07-21,Sat,3:15 AM,0.92,28,L
2018-07-21,Sat,9:17 AM,6.16,188,H
2018-07-21,Sat,2:55 PM,2.04,62,L
2018-07-21,Sat,9:17 PM,8.26,252,H
2018-07-22,Sun,4:19 AM,0.51,16,L
2018-07-22,Sun,10:29 AM,6.23,190,H
2018-07-22,Sun,3:54 PM,2.44,74,L
2018-07-22,Sun,10:08 PM,8.31,253,H
2018-07-23,Mon,5:16 AM,0.09,3,L
2018-07-23,Mon,11:31 AM,6.51,198,H
2018-07-23,Mon,4:50 PM,2.66,81,L
2018-07-23,Mon,10:57 PM,8.39,256,H
2018-07-24,Tue,6:05 AM,-0.26,-8,L
2018-07-24,Tue,12:25 PM,6.82,208,H
2018-07-24,Tue,5:42 PM,2.73,83,L
2018-07-24,Tue,11:42 PM,8.46,258,H
2018-07-25,Wed,6:50 AM,-0.5,-15,L
2018-07-25,Wed,1:11 PM,7.09,216,H
2018-07-25,Wed,6:30 PM,2.72,83,L
2018-07-26,Thu,12:24 AM,8.5,259,H
2018-07-26,Thu,7:30 AM,-0.64,-20,L
2018-07-26,Thu,1:53 PM,7.27,222,H
2018-07-26,Thu,7:15 PM,2.64,80,L
2018-07-27,Fri,1:03 AM,8.49,259,H
2018-07-27,Fri,8:06 AM,-0.7,-21,L
2018-07-27,Fri,2:31 PM,7.37,225,H
2018-07-27,Fri,7:58 PM,2.53,77,L
2018-07-28,Sat,1:41 AM,8.44,257,H
2018-07-28,Sat,8:40 AM,-0.69,-21,L
2018-07-28,Sat,3:07 PM,7.42,226,H
2018-07-28,Sat,8:38 PM,2.38,73,L
2018-07-29,Sun,2:18 AM,8.34,254,H
2018-07-29,Sun,9:12 AM,-0.64,-20,L
2018-07-29,Sun,3:40 PM,7.43,226,H
2018-07-29,Sun,9:16 PM,2.23,68,L
2018-07-30,Mon,2:54 AM,8.17,249,H
2018-07-30,Mon,9:41 AM,-0.52,-16,L
2018-07-30,Mon,4:10 PM,7.46,227,H
2018-07-30,Mon,9:52 PM,2.06,63,L
2018-07-31,Tue,3:31 AM,7.93,242,H
2018-07-31,Tue,10:10 AM,-0.33,-10,L
2018-07-31,Tue,4:39 PM,7.51,229,H
2018-07-31,Tue,10:30 PM,1.91,58,L
2018-08-01,Wed,4:11 AM,7.59,231,H
2018-08-01,Wed,10:40 AM,-0.03,-1,L
2018-08-01,Wed,5:08 PM,7.6,232,H
2018-08-01,Wed,11:10 PM,1.76,54,L
2018-08-02,Thu,4:56 AM,7.15,218,H
2018-08-02,Thu,11:12 AM,0.4,12,L
2018-08-02,Thu,5:41 PM,7.72,235,H
2018-08-02,Thu,11:57 PM,1.63,50,L
2018-08-03,Fri,5:50 AM,6.64,202,H
2018-08-03,Fri,11:51 AM,0.95,29,L
2018-08-03,Fri,6:19 PM,7.85,239,H
2018-08-04,Sat,12:55 AM,1.47,45,L
2018-08-04,Sat,6:57 AM,6.14,187,H
2018-08-04,Sat,12:39 PM,1.58,48,L
2018-08-04,Sat,7:06 PM,7.99,244,H
2018-08-05,Sun,2:06 AM,1.19,36,L
2018-08-05,Sun,8:17 AM,5.85,178,H
2018-08-05,Sun,1:40 PM,2.17,66,L
2018-08-05,Sun,8:02 PM,8.16,249,H
2018-08-06,Mon,3:20 AM,0.71,22,L
2018-08-06,Mon,9:39 AM,5.9,180,H
2018-08-06,Mon,2:52 PM,2.58,79,L
2018-08-06,Mon,9:05 PM,8.41,256,H
2018-08-07,Tue,4:29 AM,0.07,2,L
2018-08-07,Tue,10:53 AM,6.26,191,H
2018-08-07,Tue,4:05 PM,2.69,82,L
2018-08-07,Tue,10:09 PM,8.75,267,H
2018-08-08,Wed,5:31 AM,-0.61,-19,L
2018-08-08,Wed,11:56 AM,6.76,206,H
2018-08-08,Wed,5:11 PM,2.53,77,L
2018-08-08,Wed,11:11 PM,9.12,278,H
2018-08-09,Thu,6:26 AM,-1.2,-37,L
2018-08-09,Thu,12:50 PM,7.26,221,H
2018-08-09,Thu,6:13 PM,2.2,67,L
2018-08-10,Fri,12:09 AM,9.42,287,H
2018-08-10,Fri,7:17 AM,-1.63,-50,L
2018-08-10,Fri,1:38 PM,7.71,235,H
2018-08-10,Fri,7:10 PM,1.77,54,L
2018-08-11,Sat,1:04 AM,9.58,292,H
2018-08-11,Sat,8:05 AM,-1.83,-56,L
2018-08-11,Sat,2:24 PM,8.06,246,H
2018-08-11,Sat,8:05 PM,1.33,41,L
2018-08-12,Sun,1:58 AM,9.53,290,H
2018-08-12,Sun,8:50 AM,-1.81,-55,L
2018-08-12,Sun,3:08 PM,8.32,254,H
2018-08-12,Sun,8:57 PM,0.94,29,L
2018-08-13,Mon,2:50 AM,9.26,282,H
2018-08-13,Mon,9:33 AM,-1.54,-47,L
2018-08-13,Mon,3:51 PM,8.48,258,H
2018-08-13,Mon,9:48 PM,0.67,20,L
2018-08-14,Tue,3:41 AM,8.77,267,H
2018-08-14,Tue,10:14 AM,-1.05,-32,L
2018-08-14,Tue,4:32 PM,8.52,260,H
2018-08-14,Tue,10:38 PM,0.54,16,L
2018-08-15,Wed,4:34 AM,8.13,248,H
2018-08-15,Wed,10:55 AM,-0.38,-12,L
2018-08-15,Wed,5:14 PM,8.45,258,H
2018-08-15,Wed,11:31 PM,0.57,17,L
2018-08-16,Thu,5:30 AM,7.4,226,H
2018-08-16,Thu,11:37 AM,0.42,13,L
2018-08-16,Thu,5:57 PM,8.27,252,H
2018-08-17,Fri,12:27 AM,0.7,21,L
2018-08-17,Fri,6:31 AM,6.71,205,H
2018-08-17,Fri,12:22 PM,1.26,38,L
2018-08-17,Fri,6:43 PM,8.03,245,H
2018-08-18,Sat,1:29 AM,0.83,25,L
2018-08-18,Sat,7:40 AM,6.18,188,H
2018-08-18,Sat,1:15 PM,2.03,62,L
2018-08-18,Sat,7:34 PM,7.79,237,H
2018-08-19,Sun,2:38 AM,0.83,25,L
2018-08-19,Sun,8:54 AM,5.96,182,H
2018-08-19,Sun,2:18 PM,2.62,80,L
2018-08-19,Sun,8:31 PM,7.62,232,H
2018-08-20,Mon,3:46 AM,0.66,20,L
2018-08-20,Mon,10:06 AM,6.07,185,H
2018-08-20,Mon,3:24 PM,2.9,88,L
2018-08-20,Mon,9:30 PM,7.59,231,H
2018-08-21,Tue,4:46 AM,0.36,11,L
2018-08-21,Tue,11:09 AM,6.39,195,H
2018-08-21,Tue,4:27 PM,2.9,88,L
2018-08-21,Tue,10:27 PM,7.69,234,H
2018-08-22,Wed,5:38 AM,0.04,1,L
2018-08-22,Wed,12:01 PM,6.76,206,H
2018-08-22,Wed,5:22 PM,2.7,82,L
2018-08-22,Wed,11:19 PM,7.85,239,H
2018-08-23,Thu,6:22 AM,-0.23,-7,L
2018-08-23,Thu,12:45 PM,7.08,216,H
2018-08-23,Thu,6:12 PM,2.42,74,L
2018-08-24,Fri,12:05 AM,8.02,244,H
2018-08-24,Fri,7:01 AM,-0.41,-12,L
2018-08-24,Fri,1:23 PM,7.32,223,H
2018-08-24,Fri,6:56 PM,2.11,64,L
2018-08-25,Sat,12:47 AM,8.13,248,H
2018-08-25,Sat,7:37 AM,-0.52,-16,L
2018-08-25,Sat,1:58 PM,7.47,228,H
2018-08-25,Sat,7:38 PM,1.81,55,L
2018-08-26,Sun,1:26 AM,8.17,249,H
2018-08-26,Sun,8:10 AM,-0.53,-16,L
2018-08-26,Sun,2:30 PM,7.56,230,H
2018-08-26,Sun,8:17 PM,1.54,47,L
2018-08-27,Mon,2:04 AM,8.13,248,H
2018-08-27,Mon,8:41 AM,-0.46,-14,L
2018-08-27,Mon,2:59 PM,7.65,233,H
2018-08-27,Mon,8:54 PM,1.28,39,L
2018-08-28,Tue,2:41 AM,8.01,244,H
2018-08-28,Tue,9:10 AM,-0.29,-9,L
2018-08-28,Tue,3:26 PM,7.74,236,H
2018-08-28,Tue,9:29 PM,1.05,32,L
2018-08-29,Wed,3:20 AM,7.8,238,H
2018-08-29,Wed,9:39 AM,-0.03,-1,L
2018-08-29,Wed,3:52 PM,7.87,240,H
2018-08-29,Wed,10:05 PM,0.86,26,L
2018-08-30,Thu,4:00 AM,7.5,229,H
2018-08-30,Thu,10:09 AM,0.35,11,L
2018-08-30,Thu,4:20 PM,8.01,244,H
2018-08-30,Thu,10:43 PM,0.73,22,L
2018-08-31,Fri,4:45 AM,7.1,216,H
2018-08-31,Fri,10:42 AM,0.84,26,L
2018-08-31,Fri,4:52 PM,8.12,247,H
2018-08-31,Fri,11:27 PM,0.68,21,L
2018-09-01,Sat,5:39 AM,6.62,202,H
2018-09-01,Sat,11:20 AM,1.44,44,L
2018-09-01,Sat,5:32 PM,8.16,249,H
2018-09-02,Sun,12:22 AM,0.7,21,L
2018-09-02,Sun,6:45 AM,6.16,188,H
2018-09-02,Sun,12:09 PM,2.08,63,L
2018-09-02,Sun,6:22 PM,8.11,247,H
2018-09-03,Mon,1:33 AM,0.68,21,L
2018-09-03,Mon,8:04 AM,5.91,180,H
2018-09-03,Mon,1:15 PM,2.65,81,L
2018-09-03,Mon,7:24 PM,8.04,245,H
2018-09-04,Tue,2:53 AM,0.46,14,L
2018-09-04,Tue,9:26 AM,6.01,183,H
2018-09-04,Tue,2:36 PM,2.91,89,L
2018-09-04,Tue,8:38 PM,8.08,246,H
2018-09-05,Wed,4:07 AM,0.01,0,L
2018-09-05,Wed,10:37 AM,6.44,196,H
2018-09-05,Wed,3:56 PM,2.74,84,L
2018-09-05,Wed,9:53 PM,8.31,253,H
2018-09-06,Thu,5:10 AM,-0.53,-16,L
2018-09-06,Thu,11:36 AM,7.01,214,H
2018-09-06,Thu,5:05 PM,2.25,69,L
2018-09-06,Thu,11:01 PM,8.65,264,H
2018-09-07,Fri,6:05 AM,-1,-30,L
2018-09-07,Fri,12:27 PM,7.58,231,H
2018-09-07,Fri,6:05 PM,1.61,49,L
2018-09-08,Sat,12:02 AM,8.97,273,H
2018-09-08,Sat,6:55 AM,-1.28,-39,L
2018-09-08,Sat,1:12 PM,8.06,246,H
2018-09-08,Sat,7:00 PM,0.96,29,L
2018-09-09,Sun,12:58 AM,9.13,278,H
2018-09-09,Sun,7:40 AM,-1.33,-41,L
2018-09-09,Sun,1:54 PM,8.44,257,H
2018-09-09,Sun,7:52 PM,0.4,12,L
2018-09-10,Mon,1:50 AM,9.08,277,H
2018-09-10,Mon,8:23 AM,-1.16,-35,L
2018-09-10,Mon,2:34 PM,8.68,265,H
2018-09-10,Mon,8:41 PM,-0.02,-1,L
2018-09-11,Tue,2:40 AM,8.83,269,H
2018-09-11,Tue,9:04 AM,-0.77,-23,L
2018-09-11,Tue,3:13 PM,8.77,267,H
2018-09-11,Tue,9:28 PM,-0.24,-7,L
2018-09-12,Wed,3:30 AM,8.4,256,H
2018-09-12,Wed,9:43 AM,-0.2,-6,L
2018-09-12,Wed,3:51 PM,8.73,266,H
2018-09-12,Wed,10:15 PM,-0.25,-8,L
2018-09-13,Thu,4:21 AM,7.86,240,H
2018-09-13,Thu,10:22 AM,0.49,15,L
2018-09-13,Thu,4:29 PM,8.54,260,H
2018-09-13,Thu,11:02 PM,-0.07,-2,L
2018-09-14,Fri,5:13 AM,7.27,222,H
2018-09-14,Fri,11:01 AM,1.25,38,L
2018-09-14,Fri,5:08 PM,8.23,251,H
2018-09-14,Fri,11:51 PM,0.25,8,L
2018-09-15,Sat,6:11 AM,6.7,204,H
2018-09-15,Sat,11:45 AM,2.02,62,L
2018-09-15,Sat,5:50 PM,7.85,239,H
2018-09-16,Sun,12:47 AM,0.62,19,L
2018-09-16,Sun,7:15 AM,6.27,191,H
2018-09-16,Sun,12:37 PM,2.7,82,L
2018-09-16,Sun,6:39 PM,7.44,227,H
2018-09-17,Mon,1:52 AM,0.9,27,L
2018-09-17,Mon,8:26 AM,6.09,186,H
2018-09-17,Mon,1:42 PM,3.17,97,L
2018-09-17,Mon,7:39 PM,7.11,217,H
2018-09-18,Tue,3:02 AM,0.96,29,L
2018-09-18,Tue,9:37 AM,6.2,189,H
2018-09-18,Tue,2:56 PM,3.29,100,L
2018-09-18,Tue,8:48 PM,6.97,212,H
2018-09-19,Wed,4:06 AM,0.81,25,L
2018-09-19,Wed,10:38 AM,6.52,199,H
2018-09-19,Wed,4:03 PM,3.05,93,L
2018-09-19,Wed,9:55 PM,7.07,215,H
2018-09-20,Thu,5:00 AM,0.54,16,L
2018-09-20,Thu,11:28 AM,6.92,211,H
2018-09-20,Thu,5:01 PM,2.61,80,L
2018-09-20,Thu,10:54 PM,7.32,223,H
2018-09-21,Fri,5:45 AM,0.27,8,L
2018-09-21,Fri,12:10 PM,7.28,222,H
2018-09-21,Fri,5:50 PM,2.09,64,L
2018-09-21,Fri,11:44 PM,7.59,231,H
2018-09-22,Sat,6:24 AM,0.08,2,L
2018-09-22,Sat,12:46 PM,7.58,231,H
2018-09-22,Sat,6:34 PM,1.58,48,L
2018-09-23,Sun,12:28 AM,7.81,238,H
2018-09-23,Sun,7:00 AM,-0.01,0,L
2018-09-23,Sun,1:18 PM,7.8,238,H
2018-09-23,Sun,7:15 PM,1.12,34,L
2018-09-24,Mon,1:10 AM,7.95,242,H
2018-09-24,Mon,7:34 AM,0.01,0,L
2018-09-24,Mon,1:48 PM,7.99,244,H
2018-09-24,Mon,7:54 PM,0.73,22,L
2018-09-25,Tue,1:50 AM,7.98,243,H
2018-09-25,Tue,8:06 AM,0.15,5,L
2018-09-25,Tue,2:15 PM,8.15,248,H
2018-09-25,Tue,8:31 PM,0.39,12,L
2018-09-26,Wed,2:29 AM,7.93,242,H
2018-09-26,Wed,8:37 AM,0.4,12,L
2018-09-26,Wed,2:42 PM,8.32,254,H
2018-09-26,Wed,9:07 PM,0.12,4,L
2018-09-27,Thu,3:10 AM,7.79,237,H
2018-09-27,Thu,9:09 AM,0.73,22,L
2018-09-27,Thu,3:09 PM,8.5,259,H
2018-09-27,Thu,9:44 PM,-0.06,-2,L
2018-09-28,Fri,3:53 AM,7.55,230,H
2018-09-28,Fri,9:42 AM,1.16,35,L
2018-09-28,Fri,3:39 PM,8.63,263,H
2018-09-28,Fri,10:22 PM,-0.13,-4,L
2018-09-29,Sat,4:41 AM,7.22,220,H
2018-09-29,Sat,10:18 AM,1.66,51,L
2018-09-29,Sat,4:14 PM,8.66,264,H
2018-09-29,Sat,11:07 PM,-0.05,-2,L
2018-09-30,Sun,5:35 AM,6.83,208,H
2018-09-30,Sun,11:00 AM,2.21,67,L
2018-09-30,Sun,4:57 PM,8.53,260,H
2018-10-01,Mon,12:01 AM,0.14,4,L
2018-10-01,Mon,6:41 AM,6.49,198,H
2018-10-01,Mon,11:54 AM,2.75,84,L
2018-10-01,Mon,5:51 PM,8.26,252,H
2018-10-02,Tue,1:10 AM,0.35,11,L
2018-10-02,Tue,7:55 AM,6.36,194,H
2018-10-02,Tue,1:07 PM,3.13,95,L
