Date ,Day,Time,Pred(Ft),Pred(cm),High/Low
2018-05-15,Tue,1:39 AM,7.96,243,H
2018-05-15,Tue,8:21 AM,-1.14,-35,L
2018-05-15,Tue,2:48 PM,6.53,199,H
2018-05-15,Tue,8:15 PM,1.6,49,L
2018-05-16,Wed,2:18 AM,8.18,249,H
2018-05-16,Wed,9:05 AM,-1.51,-46,L
2018-05-16,Wed,3:38 PM,6.57,200,H
2018-05-16,Wed,8:58 PM,1.82,55,L
2018-05-17,Thu,2:59 AM,8.24,251,H
2018-05-17,Thu,9:50 AM,-1.67,-51,L
2018-05-17,Thu,4:29 PM,6.52,199,H
2018-05-17,Thu,9:45 PM,2.07,63,L
2018-05-18,Fri,3:43 AM,8.1,247,H
2018-05-18,Fri,10:39 AM,-1.6,-49,L
2018-05-18,Fri,5:23 PM,6.41,195,H
2018-05-18,Fri,10:37 PM,2.3,70,L
2018-05-19,Sat,4:33 AM,7.75,236,H
2018-05-19,Sat,11:31 AM,-1.35,-41,L
2018-05-19,Sat,6:20 PM,6.29,192,H
2018-05-19,Sat,11:37 PM,2.48,76,L
2018-05-20,Sun,5:28 AM,7.24,221,H
2018-05-20,Sun,12:27 PM,-0.96,-29,L
2018-05-20,Sun,7:21 PM,6.25,190,H
2018-05-21,Mon,12:46 AM,2.54,77,L
2018-05-21,Mon,6:33 AM,6.65,203,H
2018-05-21,Mon,1:26 PM,-0.51,-16,L
2018-05-21,Mon,8:23 PM,6.32,193,H
2018-05-22,Tue,2:05 AM,2.38,73,L
2018-05-22,Tue,7:47 AM,6.09,186,H
2018-05-22,Tue,2:29 PM,-0.06,-2,L
2018-05-22,Tue,9:23 PM,6.51,198,H
2018-05-23,Wed,3:24 AM,1.97,60,L
2018-05-23,Wed,9:07 AM,5.72,174,H
2018-05-23,Wed,3:31 PM,0.35,11,L
2018-05-23,Wed,10:17 PM,6.79,207,H
2018-05-24,Thu,4:34 AM,1.36,41,L
2018-05-24,Thu,10:24 AM,5.57,170,H
2018-05-24,Thu,4:29 PM,0.71,22,L
2018-05-24,Thu,11:05 PM,7.08,216,H
2018-05-25,Fri,5:33 AM,0.7,21,L
2018-05-25,Fri,11:35 AM,5.61,171,H
2018-05-25,Fri,5:23 PM,1.04,32,L
2018-05-25,Fri,11:48 PM,7.34,224,H
2018-05-26,Sat,6:24 AM,0.09,3,L
2018-05-26,Sat,12:36 PM,5.73,175,H
2018-05-26,Sat,6:11 PM,1.35,41,L
2018-05-27,Sun,12:28 AM,7.52,229,H
2018-05-27,Sun,7:08 AM,-0.39,-12,L
2018-05-27,Sun,1:29 PM,5.87,179,H
2018-05-27,Sun,6:55 PM,1.64,50,L
2018-05-28,Mon,1:04 AM,7.6,232,H
2018-05-28,Mon,7:49 AM,-0.72,-22,L
2018-05-28,Mon,2:16 PM,5.97,182,H
2018-05-28,Mon,7:36 PM,1.91,58,L
2018-05-29,Tue,1:39 AM,7.59,231,H
2018-05-29,Tue,8:27 AM,-0.9,-27,L
2018-05-29,Tue,3:00 PM,6.02,183,H
2018-05-29,Tue,8:16 PM,2.15,66,L
2018-05-30,Wed,2:13 AM,7.49,228,H
2018-05-30,Wed,9:03 AM,-0.95,-29,L
2018-05-30,Wed,3:41 PM,6.01,183,H
2018-05-30,Wed,8:54 PM,2.36,72,L
2018-05-31,Thu,2:47 AM,7.31,223,H
2018-05-31,Thu,9:40 AM,-0.88,-27,L
2018-05-31,Thu,4:21 PM,5.95,181,H
2018-05-31,Thu,9:33 PM,2.55,78,L
2018-06-01,Fri,3:21 AM,7.07,215,H
2018-06-01,Fri,10:17 AM,-0.73,-22,L
2018-06-01,Fri,5:02 PM,5.85,178,H
2018-06-01,Fri,10:13 PM,2.71,83,L
2018-06-02,Sat,3:57 AM,6.76,206,H
2018-06-02,Sat,10:55 AM,-0.5,-15,L
2018-06-02,Sat,5:45 PM,5.74,175,H
2018-06-02,Sat,10:56 PM,2.84,87,L
2018-06-03,Sun,4:35 AM,6.4,195,H
2018-06-03,Sun,11:35 AM,-0.23,-7,L
2018-06-03,Sun,6:30 PM,5.65,172,H
2018-06-03,Sun,11:45 PM,2.92,89,L
2018-06-04,Mon,5:19 AM,5.99,183,H
2018-06-04,Mon,12:17 PM,0.07,2,L
2018-06-04,Mon,7:17 PM,5.62,171,H
2018-06-05,Tue,12:42 AM,2.91,89,L
2018-06-05,Tue,6:10 AM,5.57,170,H
2018-06-05,Tue,1:03 PM,0.39,12,L
2018-06-05,Tue,8:05 PM,5.69,173,H
2018-06-06,Wed,1:48 AM,2.75,84,L
2018-06-06,Wed,7:12 AM,5.19,158,H
2018-06-06,Wed,1:53 PM,0.69,21,L
2018-06-06,Wed,8:52 PM,5.87,179,H
2018-06-07,Thu,2:57 AM,2.39,73,L
2018-06-07,Thu,8:25 AM,4.93,150,H
2018-06-07,Thu,2:45 PM,0.98,30,L
2018-06-07,Thu,9:37 PM,6.17,188,H
2018-06-08,Fri,4:00 AM,1.82,55,L
2018-06-08,Fri,9:40 AM,4.87,148,H
2018-06-08,Fri,3:39 PM,1.24,38,L
2018-06-08,Fri,10:20 PM,6.55,200,H
2018-06-09,Sat,4:55 AM,1.11,34,L
2018-06-09,Sat,10:51 AM,5.02,153,H
2018-06-09,Sat,4:32 PM,1.46,45,L
2018-06-09,Sat,11:01 PM,7,213,H
2018-06-10,Sun,5:44 AM,0.32,10,L
2018-06-10,Sun,11:55 AM,5.3,162,H
2018-06-10,Sun,5:23 PM,1.63,50,L
2018-06-10,Sun,11:42 PM,7.46,227,H
2018-06-11,Mon,6:31 AM,-0.46,-14,L
2018-06-11,Mon,12:53 PM,5.66,173,H
2018-06-11,Mon,6:13 PM,1.76,54,L
2018-06-12,Tue,12:24 AM,7.89,240,H
2018-06-12,Tue,7:17 AM,-1.16,-35,L
2018-06-12,Tue,1:47 PM,5.99,183,H
2018-06-12,Tue,7:02 PM,1.86,57,L
2018-06-13,Wed,1:07 AM,8.24,251,H
2018-06-13,Wed,8:03 AM,-1.71,-52,L
2018-06-13,Wed,2:38 PM,6.26,191,H
2018-06-13,Wed,7:51 PM,1.93,59,L
2018-06-14,Thu,1:52 AM,8.43,257,H
2018-06-14,Thu,8:49 AM,-2.05,-62,L
2018-06-14,Thu,3:28 PM,6.45,197,H
2018-06-14,Thu,8:41 PM,1.98,60,L
2018-06-15,Fri,2:40 AM,8.43,257,H
2018-06-15,Fri,9:36 AM,-2.15,-66,L
2018-06-15,Fri,4:19 PM,6.55,200,H
2018-06-15,Fri,9:33 PM,2.03,62,L
2018-06-16,Sat,3:29 AM,8.21,250,H
2018-06-16,Sat,10:25 AM,-2.02,-62,L
2018-06-16,Sat,5:10 PM,6.59,201,H
2018-06-16,Sat,10:29 PM,2.06,63,L
2018-06-17,Sun,4:22 AM,7.77,237,H
2018-06-17,Sun,11:15 AM,-1.67,-51,L
2018-06-17,Sun,6:03 PM,6.61,201,H
2018-06-17,Sun,11:29 PM,2.06,63,L
2018-06-18,Mon,5:19 AM,7.15,218,H
2018-06-18,Mon,12:06 PM,-1.16,-35,L
2018-06-18,Mon,6:56 PM,6.64,202,H
2018-06-19,Tue,12:37 AM,1.99,61,L
2018-06-19,Tue,6:22 AM,6.44,196,H
2018-06-19,Tue,1:00 PM,-0.54,-16,L
2018-06-19,Tue,7:51 PM,6.71,205,H
2018-06-20,Wed,1:50 AM,1.78,54,L
2018-06-20,Wed,7:32 AM,5.76,176,H
2018-06-20,Wed,1:56 PM,0.12,4,L
2018-06-20,Wed,8:45 PM,6.83,208,H
2018-06-21,Thu,3:04 AM,1.4,43,L
2018-06-21,Thu,8:50 AM,5.26,160,H
2018-06-21,Thu,2:54 PM,0.74,23,L
2018-06-21,Thu,9:37 PM,6.98,213,H
2018-06-22,Fri,4:13 AM,0.9,27,L
2018-06-22,Fri,10:09 AM,5.02,153,H
2018-06-22,Fri,3:52 PM,1.28,39,L
2018-06-22,Fri,10:26 PM,7.13,217,H
2018-06-23,Sat,5:13 AM,0.38,12,L
2018-06-23,Sat,11:23 AM,5.03,153,H
2018-06-23,Sat,4:48 PM,1.71,52,L
2018-06-23,Sat,11:12 PM,7.26,221,H
2018-06-24,Sun,6:05 AM,-0.1,-3,L
2018-06-24,Sun,12:28 PM,5.2,158,H
2018-06-24,Sun,5:40 PM,2.02,62,L
2018-06-24,Sun,11:54 PM,7.34,224,H
2018-06-25,Mon,6:50 AM,-0.47,-14,L
2018-06-25,Mon,1:22 PM,5.4,165,H
2018-06-25,Mon,6:28 PM,2.24,68,L
2018-06-26,Tue,12:34 AM,7.38,225,H
2018-06-26,Tue,7:31 AM,-0.73,-22,L
2018-06-26,Tue,2:08 PM,5.59,170,H
2018-06-26,Tue,7:12 PM,2.37,72,L
2018-06-27,Wed,1:11 AM,7.37,225,H
2018-06-27,Wed,8:08 AM,-0.88,-27,L
2018-06-27,Wed,2:48 PM,5.72,174,H
2018-06-27,Wed,7:54 PM,2.45,75,L
2018-06-28,Thu,1:48 AM,7.3,223,H
2018-06-28,Thu,8:44 AM,-0.94,-29,L
2018-06-28,Thu,3:26 PM,5.81,177,H
2018-06-28,Thu,8:33 PM,2.49,76,L
2018-06-29,Fri,2:24 AM,7.19,219,H
2018-06-29,Fri,9:19 AM,-0.92,-28,L
2018-06-29,Fri,4:02 PM,5.84,178,H
2018-06-29,Fri,9:12 PM,2.51,77,L
2018-06-30,Sat,2:59 AM,7.01,214,H
2018-06-30,Sat,9:54 AM,-0.82,-25,L
2018-06-30,Sat,4:39 PM,5.85,178,H
2018-06-30,Sat,9:51 PM,2.53,77,L
2018-07-01,Sun,3:35 AM,6.77,206,H
2018-07-01,Sun,10:29 AM,-0.66,-20,L
2018-07-01,Sun,5:15 PM,5.84,178,H
2018-07-01,Sun,10:32 PM,2.54,77,L
2018-07-02,Mon,4:13 AM,6.45,197,H
2018-07-02,Mon,11:04 AM,-0.42,-13,L
2018-07-02,Mon,5:53 PM,5.84,178,H
2018-07-02,Mon,11:17 PM,2.52,77,L
2018-07-03,Tue,4:54 AM,6.07,185,H
2018-07-03,Tue,11:41 AM,-0.11,-3,L
2018-07-03,Tue,6:32 PM,5.88,179,H
2018-07-04,Wed,12:08 AM,2.44,74,L
2018-07-04,Wed,5:41 AM,5.64,172,H
2018-07-04,Wed,12:20 PM,0.27,8,L
2018-07-04,Wed,7:13 PM,5.98,182,H
2018-07-05,Thu,1:06 AM,2.26,69,L
2018-07-05,Thu,6:38 AM,5.2,158,H
2018-07-05,Thu,1:02 PM,0.69,21,L
2018-07-05,Thu,7:55 PM,6.15,187,H
2018-07-06,Fri,2:10 AM,1.94,59,L
2018-07-06,Fri,7:46 AM,4.84,148,H
2018-07-06,Fri,1:49 PM,1.13,34,L
2018-07-06,Fri,8:40 PM,6.41,195,H
2018-07-07,Sat,3:16 AM,1.43,44,L
2018-07-07,Sat,9:04 AM,4.65,142,H
2018-07-07,Sat,2:44 PM,1.55,47,L
2018-07-07,Sat,9:26 PM,6.75,206,H
2018-07-08,Sun,4:18 AM,0.77,23,L
2018-07-08,Sun,10:23 AM,4.72,144,H
2018-07-08,Sun,3:43 PM,1.88,57,L
2018-07-08,Sun,10:15 PM,7.16,218,H
2018-07-09,Mon,5:14 AM,0.02,1,L
2018-07-09,Mon,11:35 AM,5.01,153,H
2018-07-09,Mon,4:44 PM,2.08,63,L
2018-07-09,Mon,11:05 PM,7.59,231,H
2018-07-10,Tue,6:07 AM,-0.72,-22,L
2018-07-10,Tue,12:38 PM,5.41,165,H
2018-07-10,Tue,5:44 PM,2.14,65,L
2018-07-10,Tue,11:55 PM,8,244,H
2018-07-11,Wed,6:57 AM,-1.38,-42,L
2018-07-11,Wed,1:33 PM,5.83,178,H
2018-07-11,Wed,6:40 PM,2.09,64,L
2018-07-12,Thu,12:46 AM,8.33,254,H
2018-07-12,Thu,7:46 AM,-1.88,-57,L
2018-07-12,Thu,2:24 PM,6.21,189,H
2018-07-12,Thu,7:34 PM,1.95,59,L
2018-07-13,Fri,1:36 AM,8.51,259,H
2018-07-13,Fri,8:33 AM,-2.16,-66,L
2018-07-13,Fri,3:12 PM,6.51,198,H
2018-07-13,Fri,8:28 PM,1.78,54,L
2018-07-14,Sat,2:27 AM,8.48,258,H
2018-07-14,Sat,9:20 AM,-2.19,-67,L
2018-07-14,Sat,3:59 PM,6.73,205,H
2018-07-14,Sat,9:22 PM,1.62,49,L
2018-07-15,Sun,3:19 AM,8.22,251,H
2018-07-15,Sun,10:07 AM,-1.97,-60,L
2018-07-15,Sun,4:46 PM,6.87,209,H
2018-07-15,Sun,10:17 PM,1.49,45,L
2018-07-16,Mon,4:12 AM,7.73,236,H
2018-07-16,Mon,10:53 AM,-1.53,-47,L
2018-07-16,Mon,5:33 PM,6.95,212,H
2018-07-16,Mon,11:15 PM,1.4,43,L
2018-07-17,Tue,5:08 AM,7.06,215,H
2018-07-17,Tue,11:41 AM,-0.9,-27,L
2018-07-17,Tue,6:22 PM,6.98,213,H
2018-07-18,Wed,12:17 AM,1.31,40,L
2018-07-18,Wed,6:08 AM,6.3,192,H
2018-07-18,Wed,12:29 PM,-0.17,-5,L
2018-07-18,Wed,7:11 PM,6.97,212,H
2018-07-19,Thu,1:23 AM,1.19,36,L
2018-07-19,Thu,7:15 AM,5.57,170,H
2018-07-19,Thu,1:20 PM,0.6,18,L
2018-07-19,Thu,8:01 PM,6.95,212,H
2018-07-20,Fri,2:33 AM,1,30,L
2018-07-20,Fri,8:29 AM,5.03,153,H
2018-07-20,Fri,2:15 PM,1.32,40,L
2018-07-20,Fri,8:53 PM,6.93,211,H
2018-07-21,Sat,3:43 AM,0.71,22,L
2018-07-21,Sat,9:50 AM,4.76,145,H
2018-07-21,Sat,3:15 PM,1.9,58,L
2018-07-21,Sat,9:46 PM,6.93,211,H
2018-07-22,Sun,4:46 AM,0.38,12,L
2018-07-22,Sun,11:09 AM,4.8,146,H
2018-07-22,Sun,4:17 PM,2.3,70,L
2018-07-22,Sun,10:36 PM,6.95,212,H
2018-07-23,Mon,5:41 AM,0.05,2,L
2018-07-23,Mon,12:16 PM,5.01,153,H
2018-07-23,Mon,5:15 PM,2.51,77,L
2018-07-23,Mon,11:24 PM,7,213,H
2018-07-24,Tue,6:28 AM,-0.24,-7,L
2018-07-24,Tue,1:08 PM,5.26,160,H
2018-07-24,Tue,6:08 PM,2.56,78,L
2018-07-25,Wed,12:09 AM,7.07,215,H
2018-07-25,Wed,7:10 AM,-0.47,-14,L
2018-07-25,Wed,1:50 PM,5.49,167,H
2018-07-25,Wed,6:54 PM,2.51,77,L
2018-07-26,Thu,12:50 AM,7.12,217,H
2018-07-26,Thu,7:47 AM,-0.63,-19,L
2018-07-26,Thu,2:27 PM,5.68,173,H
2018-07-26,Thu,7:36 PM,2.41,73,L
2018-07-27,Fri,1:29 AM,7.15,218,H
2018-07-27,Fri,8:23 AM,-0.72,-22,L
2018-07-27,Fri,3:01 PM,5.83,178,H
2018-07-27,Fri,8:15 PM,2.29,70,L
2018-07-28,Sat,2:07 AM,7.12,217,H
2018-07-28,Sat,8:56 AM,-0.74,-23,L
2018-07-28,Sat,3:33 PM,5.94,181,H
2018-07-28,Sat,8:52 PM,2.18,66,L
2018-07-29,Sun,2:43 AM,7.02,214,H
2018-07-29,Sun,9:29 AM,-0.68,-21,L
2018-07-29,Sun,4:05 PM,6.03,184,H
2018-07-29,Sun,9:30 PM,2.08,63,L
2018-07-30,Mon,3:19 AM,6.83,208,H
2018-07-30,Mon,10:01 AM,-0.53,-16,L
2018-07-30,Mon,4:38 PM,6.09,186,H
2018-07-30,Mon,10:08 PM,1.98,60,L
2018-07-31,Tue,3:57 AM,6.56,200,H
2018-07-31,Tue,10:33 AM,-0.27,-8,L
2018-07-31,Tue,5:10 PM,6.16,188,H
2018-07-31,Tue,10:50 PM,1.89,58,L
2018-08-01,Wed,4:36 AM,6.2,189,H
2018-08-01,Wed,11:06 AM,0.08,2,L
2018-08-01,Wed,5:44 PM,6.23,190,H
2018-08-01,Wed,11:35 PM,1.77,54,L
2018-08-02,Thu,5:22 AM,5.78,176,H
2018-08-02,Thu,11:40 AM,0.52,16,L
2018-08-02,Thu,6:20 PM,6.33,193,H
2018-08-03,Fri,12:28 AM,1.61,49,L
2018-08-03,Fri,6:15 AM,5.33,162,H
2018-08-03,Fri,12:19 PM,1.02,31,L
2018-08-03,Fri,7:00 PM,6.46,197,H
2018-08-04,Sat,1:28 AM,1.38,42,L
2018-08-04,Sat,7:22 AM,4.92,150,H
2018-08-04,Sat,1:05 PM,1.54,47,L
2018-08-04,Sat,7:46 PM,6.64,202,H
2018-08-05,Sun,2:34 AM,1.02,31,L
2018-08-05,Sun,8:41 AM,4.69,143,H
2018-08-05,Sun,2:01 PM,2.01,61,L
2018-08-05,Sun,8:39 PM,6.86,209,H
2018-08-06,Mon,3:43 AM,0.52,16,L
2018-08-06,Mon,10:04 AM,4.73,144,H
2018-08-06,Mon,3:09 PM,2.34,71,L
2018-08-06,Mon,9:37 PM,7.16,218,H
2018-08-07,Tue,4:47 AM,-0.09,-3,L
2018-08-07,Tue,11:20 AM,5.04,154,H
2018-08-07,Tue,4:21 PM,2.45,75,L
2018-08-07,Tue,10:37 PM,7.51,229,H
2018-08-08,Wed,5:45 AM,-0.71,-22,L
2018-08-08,Wed,12:23 PM,5.5,168,H
2018-08-08,Wed,5:28 PM,2.33,71,L
2018-08-08,Wed,11:36 PM,7.88,240,H
2018-08-09,Thu,6:38 AM,-1.26,-38,L
2018-08-09,Thu,1:16 PM,5.98,182,H
2018-08-09,Thu,6:28 PM,2.03,62,L
2018-08-10,Fri,12:33 AM,8.2,250,H
2018-08-10,Fri,7:28 AM,-1.65,-50,L
2018-08-10,Fri,2:04 PM,6.42,196,H
2018-08-10,Fri,7:24 PM,1.65,50,L
2018-08-11,Sat,1:27 AM,8.38,255,H
2018-08-11,Sat,8:15 AM,-1.82,-55,L
2018-08-11,Sat,2:48 PM,6.79,207,H
2018-08-11,Sat,8:17 PM,1.28,39,L
2018-08-12,Sun,2:19 AM,8.34,254,H
2018-08-12,Sun,9:00 AM,-1.75,-53,L
2018-08-12,Sun,3:31 PM,7.07,215,H
2018-08-12,Sun,9:09 PM,0.96,29,L
2018-08-13,Mon,3:10 AM,8.08,246,H
2018-08-13,Mon,9:44 AM,-1.43,-44,L
2018-08-13,Mon,4:14 PM,7.24,221,H
2018-08-13,Mon,10:01 PM,0.75,23,L
2018-08-14,Tue,4:02 AM,7.59,231,H
2018-08-14,Tue,10:27 AM,-0.9,-27,L
2018-08-14,Tue,4:56 PM,7.3,223,H
2018-08-14,Tue,10:54 PM,0.65,20,L
2018-08-15,Wed,4:56 AM,6.95,212,H
2018-08-15,Wed,11:11 AM,-0.21,-6,L
2018-08-15,Wed,5:40 PM,7.25,221,H
2018-08-15,Wed,11:50 PM,0.66,20,L
2018-08-16,Thu,5:52 AM,6.23,190,H
2018-08-16,Thu,11:56 AM,0.56,17,L
2018-08-16,Thu,6:25 PM,7.1,216,H
2018-08-17,Fri,12:50 AM,0.71,22,L
2018-08-17,Fri,6:55 AM,5.56,169,H
2018-08-17,Fri,12:44 PM,1.33,41,L
2018-08-17,Fri,7:13 PM,6.9,210,H
2018-08-18,Sat,1:54 AM,0.76,23,L
2018-08-18,Sat,8:07 AM,5.05,154,H
2018-08-18,Sat,1:38 PM,2.01,61,L
2018-08-18,Sat,8:06 PM,6.7,204,H
2018-08-19,Sun,3:03 AM,0.74,23,L
2018-08-19,Sun,9:28 AM,4.83,147,H
2018-08-19,Sun,2:42 PM,2.52,77,L
2018-08-19,Sun,9:02 PM,6.55,200,H
2018-08-20,Mon,4:10 AM,0.61,19,L
2018-08-20,Mon,10:48 AM,4.88,149,H
2018-08-20,Mon,3:51 PM,2.78,85,L
2018-08-20,Mon,10:01 PM,6.51,198,H
2018-08-21,Tue,5:09 AM,0.41,12,L
2018-08-21,Tue,11:54 AM,5.12,156,H
2018-08-21,Tue,4:57 PM,2.8,85,L
2018-08-21,Tue,10:57 PM,6.58,201,H
2018-08-22,Wed,6:00 AM,0.18,5,L
2018-08-22,Wed,12:42 PM,5.39,164,H
2018-08-22,Wed,5:51 PM,2.65,81,L
2018-08-22,Wed,11:47 PM,6.71,205,H
2018-08-23,Thu,6:43 AM,-0.03,-1,L
2018-08-23,Thu,1:21 PM,5.64,172,H
2018-08-23,Thu,6:37 PM,2.41,73,L
2018-08-24,Fri,12:32 AM,6.87,209,H
2018-08-24,Fri,7:21 AM,-0.21,-6,L
2018-08-24,Fri,1:54 PM,5.88,179,H
2018-08-24,Fri,7:18 PM,2.14,65,L
2018-08-25,Sat,1:12 AM,6.99,213,H
2018-08-25,Sat,7:55 AM,-0.32,-10,L
2018-08-25,Sat,2:25 PM,6.09,186,H
2018-08-25,Sat,7:55 PM,1.88,57,L
2018-08-26,Sun,1:51 AM,7.05,215,H
2018-08-26,Sun,8:28 AM,-0.34,-10,L
2018-08-26,Sun,2:55 PM,6.27,191,H
2018-08-26,Sun,8:32 PM,1.63,50,L
2018-08-27,Mon,2:28 AM,7.02,214,H
2018-08-27,Mon,8:59 AM,-0.26,-8,L
2018-08-27,Mon,3:24 PM,6.43,196,H
2018-08-27,Mon,9:08 PM,1.42,43,L
2018-08-28,Tue,3:05 AM,6.89,210,H
2018-08-28,Tue,9:29 AM,-0.07,-2,L
2018-08-28,Tue,3:54 PM,6.55,200,H
2018-08-28,Tue,9:45 PM,1.23,37,L
2018-08-29,Wed,3:43 AM,6.67,203,H
2018-08-29,Wed,10:00 AM,0.23,7,L
2018-08-29,Wed,4:24 PM,6.66,203,H
2018-08-29,Wed,10:24 PM,1.08,33,L
2018-08-30,Thu,4:24 AM,6.35,194,H
2018-08-30,Thu,10:32 AM,0.64,20,L
2018-08-30,Thu,4:55 PM,6.73,205,H
2018-08-30,Thu,11:07 PM,0.96,29,L
2018-08-31,Fri,5:10 AM,5.96,182,H
2018-08-31,Fri,11:06 AM,1.12,34,L
2018-08-31,Fri,5:30 PM,6.79,207,H
2018-08-31,Fri,11:56 PM,0.86,26,L
2018-09-01,Sat,6:04 AM,5.53,169,H
2018-09-01,Sat,11:45 AM,1.64,50,L
2018-09-01,Sat,6:10 PM,6.82,208,H
2018-09-02,Sun,12:53 AM,0.77,23,L
2018-09-02,Sun,7:10 AM,5.16,157,H
2018-09-02,Sun,12:33 PM,2.15,66,L
2018-09-02,Sun,7:00 PM,6.83,208,H
2018-09-03,Mon,2:00 AM,0.62,19,L
2018-09-03,Mon,8:30 AM,4.96,151,H
2018-09-03,Mon,1:36 PM,2.57,78,L
2018-09-03,Mon,8:01 PM,6.87,209,H
2018-09-04,Tue,3:12 AM,0.35,11,L
2018-09-04,Tue,9:53 AM,5.05,154,H
2018-09-04,Tue,2:55 PM,2.78,85,L
2018-09-04,Tue,9:11 PM,7,213,H
2018-09-05,Wed,4:22 AM,-0.04,-1,L
2018-09-05,Wed,11:06 AM,5.41,165,H
2018-09-05,Wed,4:14 PM,2.66,81,L
2018-09-05,Wed,10:21 PM,7.25,221,H
2018-09-06,Thu,5:23 AM,-0.47,-14,L
2018-09-06,Thu,12:04 PM,5.9,180,H
2018-09-06,Thu,5:23 PM,2.27,69,L
2018-09-06,Thu,11:26 PM,7.57,231,H
2018-09-07,Fri,6:18 AM,-0.84,-26,L
2018-09-07,Fri,12:53 PM,6.41,195,H
2018-09-07,Fri,6:23 PM,1.72,52,L
2018-09-08,Sat,12:25 AM,7.87,240,H
2018-09-08,Sat,7:07 AM,-1.06,-32,L
2018-09-08,Sat,1:37 PM,6.88,210,H
2018-09-08,Sat,7:16 PM,1.15,35,L
2018-09-09,Sun,1:20 AM,8.03,245,H
2018-09-09,Sun,7:52 AM,-1.07,-33,L
2018-09-09,Sun,2:18 PM,7.27,222,H
2018-09-09,Sun,8:06 PM,0.63,19,L
2018-09-10,Mon,2:12 AM,8,244,H
2018-09-10,Mon,8:35 AM,-0.87,-27,L
2018-09-10,Mon,2:57 PM,7.54,230,H
2018-09-10,Mon,8:55 PM,0.24,7,L
2018-09-11,Tue,3:02 AM,7.77,237,H
2018-09-11,Tue,9:17 AM,-0.47,-14,L
2018-09-11,Tue,3:36 PM,7.67,234,H
2018-09-11,Tue,9:43 PM,0.03,1,L
2018-09-12,Wed,3:52 AM,7.36,224,H
2018-09-12,Wed,9:58 AM,0.1,3,L
2018-09-12,Wed,4:15 PM,7.64,233,H
2018-09-12,Wed,10:31 PM,0,0,L
2018-09-13,Thu,4:43 AM,6.83,208,H
2018-09-13,Thu,10:39 AM,0.77,23,L
2018-09-13,Thu,4:55 PM,7.46,227,H
2018-09-13,Thu,11:20 PM,0.12,4,L
2018-09-14,Fri,5:37 AM,6.25,190,H
2018-09-14,Fri,11:21 AM,1.48,45,L
2018-09-14,Fri,5:36 PM,7.16,218,H
2018-09-15,Sat,12:13 AM,0.35,11,L
2018-09-15,Sat,6:36 AM,5.71,174,H
2018-09-15,Sat,12:08 PM,2.15,66,L
2018-09-15,Sat,6:21 PM,6.8,207,H
2018-09-16,Sun,1:11 AM,0.61,19,L
2018-09-16,Sun,7:43 AM,5.3,162,H
2018-09-16,Sun,1:03 PM,2.7,82,L
2018-09-16,Sun,7:14 PM,6.44,196,H
2018-09-17,Mon,2:16 AM,0.82,25,L
2018-09-17,Mon,9:00 AM,5.12,156,H
2018-09-17,Mon,2:12 PM,3.05,93,L
2018-09-17,Mon,8:15 PM,6.17,188,H
2018-09-18,Tue,3:24 AM,0.9,27,L
2018-09-18,Tue,10:17 AM,5.18,158,H
2018-09-18,Tue,3:29 PM,3.13,95,L
2018-09-18,Tue,9:22 PM,6.07,185,H
2018-09-19,Wed,4:28 AM,0.82,25,L
2018-09-19,Wed,11:18 AM,5.4,165,H
2018-09-19,Wed,4:38 PM,2.95,90,L
2018-09-19,Wed,10:26 PM,6.14,187,H
2018-09-20,Thu,5:22 AM,0.67,20,L
2018-09-20,Thu,12:04 PM,5.68,173,H
2018-09-20,Thu,5:33 PM,2.61,80,L
2018-09-20,Thu,11:22 PM,6.34,193,H
2018-09-21,Fri,6:06 AM,0.49,15,L
2018-09-21,Fri,12:40 PM,5.98,182,H
2018-09-21,Fri,6:18 PM,2.21,67,L
2018-09-22,Sat,12:10 AM,6.56,200,H
2018-09-22,Sat,6:45 AM,0.34,10,L
2018-09-22,Sat,1:12 PM,6.27,191,H
2018-09-22,Sat,6:57 PM,1.78,54,L
2018-09-23,Sun,12:53 AM,6.76,206,H
2018-09-23,Sun,7:20 AM,0.27,8,L
2018-09-23,Sun,1:42 PM,6.55,200,H
2018-09-23,Sun,7:34 PM,1.37,42,L
2018-09-24,Mon,1:33 AM,6.9,210,H
2018-09-24,Mon,7:52 AM,0.29,9,L
2018-09-24,Mon,2:11 PM,6.81,208,H
2018-09-24,Mon,8:09 PM,0.99,30,L
2018-09-25,Tue,2:12 AM,6.95,212,H
2018-09-25,Tue,8:24 AM,0.42,13,L
2018-09-25,Tue,2:40 PM,7.03,214,H
2018-09-25,Tue,8:45 PM,0.66,20,L
2018-09-26,Wed,2:52 AM,6.9,210,H
2018-09-26,Wed,8:55 AM,0.66,20,L
2018-09-26,Wed,3:09 PM,7.2,219,H
2018-09-26,Wed,9:22 PM,0.4,12,L
2018-09-27,Thu,3:32 AM,6.75,206,H
2018-09-27,Thu,9:27 AM,1,30,L
2018-09-27,Thu,3:39 PM,7.32,223,H
2018-09-27,Thu,10:01 PM,0.21,6,L
2018-09-28,Fri,4:16 AM,6.5,198,H
2018-09-28,Fri,10:01 AM,1.41,43,L
2018-09-28,Fri,4:11 PM,7.36,224,H
2018-09-28,Fri,10:44 PM,0.12,4,L
2018-09-29,Sat,5:05 AM,6.18,188,H
2018-09-29,Sat,10:38 AM,1.87,57,L
